 Represent with activities	European Algorithm for Subtraction
 Represent with activities	Lattice Algorithm for Multiplication
 Represent with activities	Common Factors
 Represent with activities	Distributive Property
 Represent with activities	Commutative Property
 Represent with activities	Associative Property
 Represent with specimens	Pythagorean Theorem
 Represent with specimens	Standard Algorithm for Addition
 Represent with specimens	Standard Algorithm for Subtraction
 Represent with specimens	Standard Algorithm for Multiplication
 Represent with specimens	Standard Algorithm for Division
 Represent with specimens	European Algorithm for Subtraction
 Represent with specimens	Lattice Algorithm for Multiplication
 Represent with specimens	Common Factors
 Represent with specimens	Distributive Property
 Represent with specimens	Commutative Property
 Represent with specimens	Associative Property
 Represent with body parts	Pythagorean Theorem
 Represent with body parts	Standard Algorithm for Addition
 Represent with body parts	Standard Algorithm for Subtraction
 Represent with body parts	Standard Algorithm for Multiplication
 Represent with body parts	Standard Algorithm for Division
 Represent with body parts	European Algorithm for Subtraction
 Represent with body parts	Lattice Algorithm for Multiplication
 Represent with body parts	Common Factors
 Represent with body parts	Distributive Property
 Represent with body parts	Commutative Property
 Represent with body parts	Associative Property
 Represent with words	Pythagorean Theorem
 Represent with words	Standard Algorithm for Addition
 Represent with words	Standard Algorithm for Subtraction
 Represent with words	Standard Algorithm for Multiplication
 Represent with words	Standard Algorithm for Division
 Represent with words	European Algorithm for Subtraction
 Represent with words	Lattice Algorithm for Multiplication
 Represent with words	Common Factors
 Represent with words	Distributive Property
 Represent with words	Commutative Property
 Represent with words	Associative Property
 Represent with symbols	Pythagorean Theorem
 Represent with symbols	Standard Algorithm for Addition
 Represent with symbols	Standard Algorithm for Subtraction
 Represent with symbols	Standard Algorithm for Multiplication
 Represent with symbols	Standard Algorithm for Division
 Represent with symbols	European Algorithm for Subtraction
 Represent with symbols	Lattice Algorithm for Multiplication
 Represent with symbols	Common Factors
 Represent with symbols	Distributive Property
 Represent with symbols	Commutative Property
 Represent with symbols	Associative Property
 Represent with drawings	Pythagorean Theorem
 Represent with drawings	Standard Algorithm for Addition
 Represent with drawings	Standard Algorithm for Subtraction
 Represent with drawings	Standard Algorithm for Multiplication
 Represent with drawings	Standard Algorithm for Division
 Represent with drawings	European Algorithm for Subtraction
 Represent with drawings	Lattice Algorithm for Multiplication
 Represent with drawings	Common Factors
 Represent with drawings	Distributive Property
 Represent with drawings	Commutative Property
 Represent with drawings	Associative Property
 Represent with graphs	Pythagorean Theorem
 Represent with graphs	Standard Algorithm for Addition
 Represent with graphs	Standard Algorithm for Subtraction
 Represent with graphs	Standard Algorithm for Multiplication
 Represent with graphs	Standard Algorithm for Division
 Represent with graphs	European Algorithm for Subtraction
 Represent with graphs	Lattice Algorithm for Multiplication
 Represent with graphs	Common Factors
 Represent with graphs	Distributive Property
 Represent with graphs	Commutative Property
 Represent with graphs	Associative Property
 Randomly sample	Pythagorean Theorem
 Randomly sample	Standard Algorithm for Addition
 Randomly sample	Standard Algorithm for Subtraction
 Randomly sample	Standard Algorithm for Multiplication
 Randomly sample	Standard Algorithm for Division
 Randomly sample	European Algorithm for Subtraction
 Randomly sample	Lattice Algorithm for Multiplication
 Randomly sample	Common Factors
 Randomly sample	Distributive Property
 Randomly sample	Commutative Property
 Randomly sample	Associative Property
